customer_id,country,lifetime_value,total_orders,first_order_date,last_order_date
C14543,United Kingdom,12732.640000000003,21,2010-12-10,2011-12-06
C13358,United Kingdom,12731.869999999975,1,2011-03-16,2011-03-16
C13035,United Kingdom,12723.449999999997,3,2011-03-24,2011-10-13
C15414,United Kingdom,12706.999999999993,3,2011-04-11,2011-11-30
C12951,United Kingdom,12702.69,8,2011-01-13,2011-12-01
C18035,United Kingdom,12661.259999999955,3,2011-10-27,2011-11-04
C12680,France,12656.010000000002,4,2011-08-18,2011-12-09
C15551,United Kingdom,12645.739999999963,1,2011-11-03,2011-11-03
C16574,United Kingdom,12640.319999999969,1,2011-09-29,2011-09-29
C14052,United Kingdom,12620.159999999985,1,2011-11-20,2011-11-20
C18170,United Kingdom,12619.409999999987,3,2011-05-06,2011-11-06
C14985,United Kingdom,12598.379999999921,2,2010-12-16,2011-05-25
C17299,United Kingdom,12585.579999999989,4,2011-06-19,2011-11-28
C12719,France,12582.599999999988,3,2011-10-05,2011-12-04
C13301,United Kingdom,12579.419999999996,4,2011-02-20,2011-08-28
C16211,United Kingdom,12577.210000000008,2,2011-09-12,2011-09-19
C15460,United Kingdom,12572.079999999904,1,2010-12-20,2010-12-20
C15071,United Kingdom,12571.640000000001,2,2011-03-09,2011-09-07
C15855,United Kingdom,12565.900000000005,5,2011-03-21,2011-07-26
C16759,United Kingdom,12558.010000000002,4,2011-11-09,2011-12-02
C16933,United Kingdom,12557.249999999985,5,2011-04-14,2011-12-08
C16727,United Kingdom,12549.720000000005,1,2010-12-10,2010-12-10
C14973,United Kingdom,12531.519999999993,3,2011-04-28,2011-08-24
C18216,United Kingdom,12525.500000000015,1,2011-11-08,2011-11-08
C14020,United Kingdom,12505.379999999988,2,2011-09-12,2011-11-23
C12673,Germany,12483.480000000005,2,2011-01-17,2011-12-04
C17966,United Kingdom,12482.689999999948,5,2011-03-23,2011-11-02
C18151,United Kingdom,12470.149999999996,2,2011-02-23,2011-07-28
C13414,United Kingdom,12449.100000000004,3,2011-02-16,2011-07-29
C14880,United Kingdom,12448.180000000002,3,2011-02-24,2011-09-23
C18160,United Kingdom,12442.65,2,2011-05-23,2011-10-13
C16650,United Kingdom,12442.079999999982,1,2011-09-29,2011-09-29
C15835,United Kingdom,12439.349999999999,4,2011-01-13,2011-10-26
C17874,United Kingdom,12429.849999999982,7,2011-03-29,2011-06-07
C13544,United Kingdom,12425.589999999984,2,2011-04-13,2011-10-31
C13200,United Kingdom,12418.290000000008,4,2011-08-05,2011-11-20
C17412,United Kingdom,12414.340000000004,7,2010-12-02,2011-12-07
C16389,United Kingdom,12400.039999999997,5,2011-03-01,2011-10-17
C13397,United Kingdom,12390.660000000005,6,2011-01-04,2011-09-28
C12447,Belgium,12388.739999999989,1,2011-04-10,2011-04-10
C17358,United Kingdom,12386.950000000068,2,2010-12-19,2011-02-09
C12616,France,12349.00000000001,5,2011-02-15,2011-09-15
C16402,United Kingdom,12336.000000000018,2,2010-12-05,2011-03-20
C14022,United Kingdom,12319.999999999985,1,2011-04-28,2011-04-28
C16025,United Kingdom,12310.479999999996,1,2011-11-10,2011-11-10
C16052,United Kingdom,12310.04000000004,1,2011-10-16,2011-10-16
C12507,Spain,12295.27999999999,4,2011-02-14,2011-07-28
C17385,United Kingdom,12272.169999999984,1,2011-11-25,2011-11-25
C13240,United Kingdom,12267.490000000022,4,2010-12-09,2011-09-04
C17934,United Kingdom,12262.150000000003,2,2011-10-12,2011-10-19
C15681,United Kingdom,12260.399999999992,6,2011-03-04,2011-11-21
C17189,United Kingdom,12249.499999999978,2,2010-12-15,2011-08-25
C16311,United Kingdom,12241.58999999999,2,2011-10-21,2011-11-22
C12809,Portugal,12227.799999999997,2,2011-06-15,2011-06-24
C17562,United Kingdom,12223.559999999992,8,2011-06-19,2011-11-25
C15386,United Kingdom,12218.340000000004,1,2011-06-06,2011-06-06
C17521,United Kingdom,12210.039999999994,4,2011-05-24,2011-11-15
C14317,United Kingdom,12205.919999999986,1,2011-10-06,2011-10-06
C12535,France,12204.500000000018,2,2011-06-06,2011-09-09
C18159,United Kingdom,12193.450000000004,1,2011-02-11,2011-02-11
C12624,France,12181.46999999999,2,2011-06-15,2011-08-25
C17913,United Kingdom,12178.949999999972,2,2010-12-19,2011-10-12
C14157,United Kingdom,12178.569999999972,3,2011-02-27,2011-11-20
C17885,United Kingdom,12172.159999999918,1,2011-11-27,2011-11-27
C14539,United Kingdom,12138.659999999974,2,2011-10-26,2011-11-24
C13402,United Kingdom,12125.659999999987,2,2010-12-02,2011-08-04
C14403,United Kingdom,12124.330000000002,5,2011-04-06,2011-08-01
C13888,United Kingdom,12112.600000000002,2,2011-05-05,2011-08-12
C17749,United Kingdom,12089.850000000004,2,2011-03-28,2011-06-14
C15041,United Kingdom,12083.450000000128,1,2011-06-22,2011-06-22
C15184,United Kingdom,12080.389999999968,2,2011-06-02,2011-11-10
C15545,United Kingdom,12064.72999999985,2,2010-12-03,2011-10-16
C17402,United Kingdom,12036.209999999995,13,2010-12-05,2011-12-05
C14217,United Kingdom,12035.840000000004,24,2010-12-08,2011-12-08
C15865,United Kingdom,11993.199999999997,3,2011-05-10,2011-10-30
C18228,United Kingdom,11981.5,3,2011-09-21,2011-10-20
C14738,United Kingdom,11979.67,9,2011-01-27,2011-10-31
C13311,United Kingdom,11979.560000000025,2,2011-07-12,2011-12-05
C15149,United Kingdom,11978.39999999999,1,2011-07-29,2011-07-29
C12491,France,11970.400000000054,1,2011-11-01,2011-11-01
C17880,United Kingdom,11931.919999999996,1,2010-12-10,2010-12-10
C14656,United Kingdom,11915.129999999937,2,2011-03-01,2011-06-23
C13398,United Kingdom,11890.840000000002,1,2011-05-31,2011-05-31
C16642,United Kingdom,11838.849999999984,3,2011-05-16,2011-12-05
C13046,United Kingdom,11831.470000000001,2,2011-03-18,2011-11-09
C15456,United Kingdom,11815.640000000007,3,2010-12-15,2011-03-01
C15028,United Kingdom,11811.71,4,2010-12-06,2011-12-01
C12422,Australia,11794.579999999994,3,2011-01-19,2011-09-05
C17266,United Kingdom,11782.649999999989,3,2011-07-15,2011-12-07
C17447,United Kingdom,11781.839999999991,2,2011-09-29,2011-10-30
C12729,France,11778.260000000015,1,2011-08-18,2011-08-18
C12591,Italy,11774.100000000019,1,2011-01-26,2011-01-26
C14912,Italy,11738.510000000006,3,2011-04-07,2011-11-23
C16801,United Kingdom,11731.590000000006,5,2011-03-11,2011-06-29
C14470,United Kingdom,11725.80000000003,2,2011-02-25,2011-11-28
C17255,United Kingdom,11711.47999999992,2,2011-02-13,2011-10-30
C16943,United Kingdom,11687.329999999967,3,2011-01-25,2011-05-12
C14078,United Kingdom,11677.149999999996,6,2010-12-01,2011-08-30
C15334,United Kingdom,11657.229999999996,3,2011-06-19,2011-07-06
C12676,Sweden,11636.68999999999,6,2011-02-01,2011-11-15
C18183,United Kingdom,11629.909999999996,6,2011-03-10,2011-05-05
C15312,United Kingdom,11620.719999999994,5,2010-12-20,2011-09-25
C13731,United Kingdom,11606.859999999997,2,2011-04-07,2011-05-04
C15850,United Kingdom,11585.859999999951,2,2011-06-24,2011-11-20
C18126,United Kingdom,11582.479999999841,1,2011-10-10,2011-10-10
C13974,United Kingdom,11580.52,1,2011-10-21,2011-10-21
C13623,United Kingdom,11579.5,7,2011-02-15,2011-11-09
C15433,United Kingdom,11561.30000000004,3,2011-03-17,2011-09-21
C12740,France,11545.200000000024,1,2011-10-07,2011-10-07
C14708,United Kingdom,11515.920000000004,4,2010-12-06,2011-12-07
C17267,United Kingdom,11514.34,2,2011-08-04,2011-08-04
C14692,United Kingdom,11503.949999999995,5,2011-01-21,2011-07-25
C14885,United Kingdom,11479.8,1,2011-07-31,2011-07-31
C14959,United Kingdom,11469.61999999999,5,2011-02-16,2011-10-11
C14356,United Kingdom,11447.320000000007,4,2011-09-19,2011-10-10
C17527,United Kingdom,11407.040000000005,6,2011-05-05,2011-10-17
C14803,United Kingdom,11402.299999999996,3,2011-02-20,2011-06-30
C16384,United Kingdom,11397.000000000015,2,2011-03-21,2011-09-11
C14801,United Kingdom,11395.25999999996,1,2011-10-09,2011-10-09
C16996,United Kingdom,11393.59,9,2010-12-16,2011-11-09
C13276,United Kingdom,11393.310000000005,2,2011-09-01,2011-10-07
C14127,United Kingdom,11393.200000000015,3,2011-02-02,2011-08-09
C16415,United Kingdom,11358.900000000038,1,2011-10-26,2011-10-26
C17692,United Kingdom,11357.759999999986,5,2010-12-15,2011-08-04
C12922,United Kingdom,11350.640000000054,1,2011-07-01,2011-07-01
C14381,United Kingdom,11350.079999999934,1,2011-10-18,2011-10-18
C15618,United Kingdom,11340.781999999996,5,2011-07-26,2011-11-07
C17223,United Kingdom,11330.25,2,2010-12-06,2011-02-02
C17115,United Kingdom,11320.420000000006,5,2011-04-20,2011-12-01
C15073,United Kingdom,11296.060000000003,4,2011-06-06,2011-11-30
C13491,United Kingdom,11293.460000000005,10,2010-12-02,2011-10-19
C17250,United Kingdom,11284.530000000002,2,2011-03-23,2011-12-06
C16825,United Kingdom,11265.859999999995,2,2011-06-07,2011-11-01
C15467,United Kingdom,11257.019999999975,4,2011-07-10,2011-11-30
C15026,United Kingdom,11248.100000000008,3,2011-03-07,2011-09-20
C14420,United Kingdom,11236.429999999951,2,2011-09-01,2011-09-15
C16136,United Kingdom,11226.059999999998,3,2011-03-07,2011-10-11
C12828,United Kingdom,11206.679999999993,6,2011-08-01,2011-12-07
C14887,United Kingdom,11172.0,1,2011-09-21,2011-09-21
C13925,United Kingdom,11166.340000000007,6,2011-07-28,2011-11-03
C15497,United Kingdom,11161.5,3,2011-01-24,2011-11-22
C13833,United Kingdom,11159.199999999932,1,2011-07-03,2011-07-03
C15582,United Kingdom,11141.219999999974,3,2011-05-03,2011-11-15
C14421,United Kingdom,11122.859999999999,2,2011-05-12,2011-10-13
C17503,United Kingdom,11107.839999999993,2,2011-11-01,2011-12-07
C14598,United Kingdom,11098.499999999987,1,2011-10-26,2011-10-26
C12628,Germany,11049.699999999993,4,2011-10-06,2011-12-05
C17251,United Kingdom,11047.920000000024,1,2010-12-12,2010-12-12
C16385,United Kingdom,11012.790000000014,3,2010-12-08,2011-10-10
C16037,United Kingdom,11007.300000000003,3,2010-12-16,2011-03-15
C15762,United Kingdom,10963.419999999987,2,2011-09-23,2011-10-05
C17411,United Kingdom,10936.540000000005,4,2010-12-09,2011-11-27
C14344,United Kingdom,10932.389999999998,8,2010-12-06,2011-08-04
C17608,United Kingdom,10887.75999999999,2,2011-11-06,2011-11-06
C13728,United Kingdom,10885.03000000001,6,2011-02-02,2011-11-03
C14184,United Kingdom,10869.359999999979,1,2011-10-04,2011-10-04
C16135,United Kingdom,10868.55,1,2011-03-22,2011-03-22
C12982,United Kingdom,10855.08,2,2011-04-11,2011-04-14
C16134,United Kingdom,10849.92000000001,3,2010-12-15,2011-11-18
C16721,United Kingdom,10821.389999999978,1,2011-03-22,2011-03-22
C13258,United Kingdom,10820.539999999999,3,2011-05-18,2011-11-28
C14976,United Kingdom,10818.500000000007,8,2011-01-17,2011-10-13
C14323,United Kingdom,10815.559999999987,4,2011-04-15,2011-08-17
C14139,United Kingdom,10811.319999999994,1,2011-10-24,2011-10-24
C15244,United Kingdom,10808.069999999992,2,2011-04-05,2011-10-05
C15315,United Kingdom,10793.839999999987,3,2011-08-15,2011-10-06
C12781,Czech Republic,10779.659999999996,5,2011-02-28,2011-11-18
C18110,United Kingdom,10779.049999999881,2,2011-11-20,2011-11-20
C16235,United Kingdom,10764.660000000005,6,2011-01-11,2011-10-30
C14818,United Kingdom,10741.720000000023,3,2011-03-31,2011-09-27
C17917,United Kingdom,10733.969999999988,3,2010-12-12,2011-10-25
C13138,United Kingdom,10721.02,6,2010-12-02,2011-11-17
C12639,Sweden,10694.200000000004,1,2011-04-15,2011-04-15
C18212,United Kingdom,10682.060000000056,1,2011-01-17,2011-01-17
C12802,Netherlands,10674.49999999999,2,2011-06-06,2011-06-09
C14643,United Kingdom,10667.42000000001,3,2010-12-16,2011-06-22
C17221,United Kingdom,10662.449999999977,2,2011-11-03,2011-12-02
C15825,United Kingdom,10658.799999999985,1,2011-06-20,2011-06-20
C14594,United Kingdom,10651.259999999967,2,2010-12-01,2011-12-02
C12945,United Kingdom,10647.849999999995,1,2011-02-24,2011-02-24
C18136,United Kingdom,10646.24,4,2011-01-24,2011-10-07
C18061,United Kingdom,10641.98,10,2010-12-08,2011-11-18
C15639,United Kingdom,10633.000000000005,1,2011-07-28,2011-07-28
C17051,United Kingdom,10627.02000000003,1,2011-05-29,2011-05-29
C16518,United Kingdom,10605.880000000023,3,2011-02-28,2011-10-09
C12358,Austria,10600.719999999998,2,2011-07-12,2011-12-08
C15215,United Kingdom,10596.939999999997,6,2011-01-26,2011-10-26
C17298,United Kingdom,10590.84,2,2011-08-07,2011-08-30
C13066,United Kingdom,10590.579999999998,3,2011-11-07,2011-11-15
C16099,United Kingdom,10585.700000000004,3,2011-04-28,2011-10-20
C15258,United Kingdom,10585.559999999992,2,2011-05-06,2011-06-24
C15048,United Kingdom,10575.039999999979,5,2010-12-06,2011-10-05
C14145,United Kingdom,10573.199999999999,5,2011-05-06,2011-10-24
C15571,United Kingdom,10568.279999999979,4,2011-09-22,2011-11-28
C14896,United Kingdom,10558.09,2,2010-12-09,2011-05-19
C14824,United Kingdom,10524.55000000001,4,2011-09-09,2011-11-29
C14149,United Kingdom,10522.769999999993,3,2011-05-03,2011-05-11
C17588,United Kingdom,10499.64,3,2011-04-21,2011-08-31
C17135,United Kingdom,10479.519999999995,7,2010-12-03,2011-11-23
C15602,United Kingdom,10465.739999999998,15,2010-12-06,2011-12-01
C18085,United Kingdom,10456.099999999986,2,2010-12-01,2011-01-13
C13485,United Kingdom,10447.520000000006,1,2011-04-20,2011-04-20
C18123,United Kingdom,10437.359999999993,2,2011-11-08,2011-11-15
C17786,United Kingdom,10426.95999999999,2,2011-01-26,2011-09-15
C17637,United Kingdom,10424.009999999991,2,2011-08-16,2011-11-08
C16357,United Kingdom,10386.009999999997,3,2011-05-10,2011-11-06
C17125,United Kingdom,10374.000000000027,1,2011-10-20,2011-10-20
C15866,United Kingdom,10373.850000000068,1,2011-08-30,2011-08-30
C13594,United Kingdom,10321.22,1,2011-10-18,2011-10-18
C15318,United Kingdom,10316.459999999992,1,2011-12-06,2011-12-06
C13914,United Kingdom,10316.079999999998,3,2011-11-03,2011-12-06
C15027,United Kingdom,10308.490000000007,6,2011-04-15,2011-11-09
C15503,United Kingdom,10296.299999999983,1,2010-12-12,2010-12-12
C16272,United Kingdom,10292.500000000047,1,2011-08-15,2011-08-15
C12882,United Kingdom,10288.800000000007,2,2011-11-06,2011-11-30
C13940,United Kingdom,10284.659999999993,4,2011-07-18,2011-11-22
C14608,United Kingdom,10277.850000000002,4,2010-12-12,2011-12-05
C16406,United Kingdom,10273.41000000001,1,2011-11-21,2011-11-21
C12725,Italy,10267.200000000003,1,2010-12-03,2010-12-03
C16243,United Kingdom,10255.249999999982,2,2011-10-16,2011-11-06
C15468,United Kingdom,10246.180000000006,5,2010-12-14,2011-11-04
C15656,United Kingdom,10226.650000000007,4,2011-02-28,2011-10-25
C15883,United Kingdom,10204.079999999984,2,2011-11-06,2011-12-07
C14788,United Kingdom,10191.600000000013,2,2011-11-13,2011-12-02
C16404,United Kingdom,10190.150000000007,1,2011-09-30,2011-09-30
C13737,United Kingdom,10188.00000000001,1,2011-05-23,2011-05-23
C16921,United Kingdom,10187.399999999998,1,2011-10-09,2011-10-09
C14108,United Kingdom,10175.97,3,2011-08-30,2011-11-09
C17033,United Kingdom,10172.760000000002,3,2010-12-15,2011-09-14
C16184,United Kingdom,10168.899999999998,7,2011-05-12,2011-10-06
C17383,United Kingdom,10163.790000000052,1,2011-12-05,2011-12-05
C13117,United Kingdom,10148.610000000002,8,2010-12-02,2011-11-18
C16966,United Kingdom,10121.99,10,2011-04-13,2011-12-01
C18144,United Kingdom,10116.850000000004,12,2010-12-01,2011-12-02
C15643,United Kingdom,10115.199999999997,6,2011-03-02,2011-06-13
C13359,United Kingdom,10101.579999999996,2,2011-10-07,2011-10-11
C15569,United Kingdom,10054.899999999998,5,2011-01-11,2011-08-28
C14883,United Kingdom,10048.480000000001,7,2011-05-12,2011-11-21
C13499,United Kingdom,10038.659999999998,7,2011-03-15,2011-11-22
C13557,United Kingdom,10031.72,2,2011-03-04,2011-11-11
C17701,United Kingdom,10030.8,1,2011-04-01,2011-04-01
C12912,United Kingdom,10029.300000000001,5,2011-10-30,2011-12-07
C12833,United Kingdom,10017.120000000008,1,2011-07-17,2011-07-17
C12792,Portugal,10013.499999999978,1,2011-03-28,2011-03-28
C17078,United Kingdom,10008.600000000022,2,2011-11-03,2011-11-03
C14867,United Kingdom,9997.250000000002,4,2010-12-06,2011-06-07
C14931,Channel Islands,9981.72,6,2011-04-13,2011-12-05
C17569,United Kingdom,9980.059999999976,1,2011-01-11,2011-01-11
C12580,Germany,9976.799999999987,1,2011-04-07,2011-04-07
C14047,United Kingdom,9959.509999999995,7,2010-12-02,2011-12-01
C16392,United Kingdom,9953.549999999932,1,2011-03-15,2011-03-15
C12824,United Kingdom,9928.000000000002,1,2011-10-11,2011-10-11
C16834,United Kingdom,9923.03999999999,1,2011-04-26,2011-04-26
C17222,United Kingdom,9916.19999999998,1,2011-10-05,2011-10-05
C17604,United Kingdom,9910.799999999976,2,2011-01-31,2011-05-06
C12599,France,9899.639999999996,7,2011-02-08,2011-11-10
C17007,United Kingdom,9889.719999999994,7,2010-12-17,2011-10-20
C12448,Spain,9887.900000000003,1,2011-10-26,2011-10-26
C17081,United Kingdom,9882.359999999971,2,2011-10-24,2011-11-14
C17878,United Kingdom,9865.699999999992,1,2011-10-27,2011-10-27
C13602,United Kingdom,9864.469999999987,1,2011-10-06,2011-10-06
C16146,United Kingdom,9864.070000000003,3,2011-04-21,2011-07-05
C12728,France,9851.32,4,2011-01-11,2011-09-29
C17062,United Kingdom,9843.43,5,2010-12-05,2011-01-30
C16551,United Kingdom,9838.370000000003,3,2011-01-07,2011-09-05
C14600,United Kingdom,9833.25,1,2011-02-07,2011-02-07
C16079,United Kingdom,9809.32,3,2011-10-30,2011-11-23
C18006,United Kingdom,9782.960000000005,1,2011-11-16,2011-11-16
C14006,United Kingdom,9781.529999999999,3,2011-01-31,2011-08-16
C13936,United Kingdom,9775.779999999975,2,2011-06-13,2011-06-21
C12559,Germany,9772.300000000001,3,2011-01-24,2011-02-02
C14284,United Kingdom,9763.550000000005,3,2011-09-14,2011-11-09
C16256,United Kingdom,9761.790000000008,2,2011-03-18,2011-03-27
C13951,United Kingdom,9729.319999999996,3,2011-02-18,2011-06-16
C13874,United Kingdom,9728.10000000001,1,2010-12-16,2010-12-16
C12883,United Kingdom,9722.73999999999,4,2011-09-11,2011-11-15
C13885,United Kingdom,9718.700000000006,2,2011-05-23,2011-06-03
C15342,United Kingdom,9717.49999999998,2,2011-08-02,2011-08-15
C13720,United Kingdom,9715.850000000004,4,2011-03-30,2011-08-15
C17783,United Kingdom,9701.51999999992,2,2011-04-06,2011-09-28
C18217,United Kingdom,9686.299999999988,2,2011-09-30,2011-11-10
C16930,United Kingdom,9676.710000000005,3,2011-10-02,2011-11-13
C14067,United Kingdom,9667.559999999987,2,2011-09-04,2011-10-07
C17146,United Kingdom,9659.510000000002,3,2010-12-16,2011-08-26
C14645,United Kingdom,9657.690000000002,2,2011-03-09,2011-07-06
C13417,United Kingdom,9646.93999999999,2,2011-05-18,2011-12-05
C14481,United Kingdom,9640.019999999999,2,2011-02-25,2011-06-28
C14212,United Kingdom,9634.319999999998,1,2011-09-11,2011-09-11
C15320,United Kingdom,9616.67999999999,1,2011-10-26,2011-10-26
C16030,United Kingdom,9605.95999999998,1,2011-02-03,2011-02-03
C16594,United Kingdom,9597.769999999999,1,2011-09-25,2011-09-25
C12564,France,9594.899999999989,1,2011-03-23,2011-03-23
C13615,United Kingdom,9589.169999999996,2,2011-01-25,2011-01-31
C18164,United Kingdom,9586.650000000009,2,2011-11-02,2011-11-08
C14332,United Kingdom,9575.979999999996,3,2011-07-15,2011-11-17
C14552,United Kingdom,9574.059999999856,1,2011-07-11,2011-07-11
C17124,United Kingdom,9564.479999999976,1,2011-06-07,2011-06-07
C15636,United Kingdom,9560.620000000003,2,2011-03-02,2011-09-11
C14289,United Kingdom,9542.979999999987,6,2011-02-23,2011-12-01
C14000,United Kingdom,9532.950000000013,2,2011-05-12,2011-05-17
C14141,United Kingdom,9529.299999999997,6,2011-08-26,2011-12-07
C13352,United Kingdom,9525.419999999984,2,2011-10-10,2011-12-02
C17486,United Kingdom,9524.879999999996,1,2011-03-23,2011-03-23
C14331,United Kingdom,9523.839999999998,2,2011-07-27,2011-08-07
C16419,United Kingdom,9512.630000000001,7,2011-02-01,2011-08-19
C15232,United Kingdom,9508.580000000004,2,2011-07-22,2011-08-18
C16230,United Kingdom,9500.27,2,2011-05-03,2011-06-03
C15133,United Kingdom,9499.139999999998,3,2011-02-11,2011-08-04
C15193,United Kingdom,9487.08,1,2011-10-10,2011-10-10
C14690,United Kingdom,9487.019999999997,3,2011-07-11,2011-10-26
C17373,United Kingdom,9481.419999999995,4,2011-01-31,2011-10-30
C17832,United Kingdom,9477.570000000049,1,2011-10-21,2011-10-21
C15557,United Kingdom,9472.999999999989,1,2011-11-11,2011-11-11
C15099,United Kingdom,9441.039999999979,1,2011-09-16,2011-09-16
C14687,United Kingdom,9425.700000000003,1,2011-08-25,2011-08-25
C15225,United Kingdom,9416.19999999999,1,2011-04-19,2011-04-19
C15837,United Kingdom,9407.519999999997,1,2011-10-06,2011-10-06
C12649,Germany,9382.430000000006,4,2010-12-09,2011-08-24
C16600,United Kingdom,9380.3,6,2011-01-05,2011-12-05
C16164,United Kingdom,9371.650000000007,4,2011-10-28,2011-11-22
C16041,United Kingdom,9360.800000000001,3,2011-07-21,2011-11-09
C17398,United Kingdom,9355.670000000004,3,2011-03-29,2011-08-17
C16532,United Kingdom,9355.2,3,2011-01-05,2011-11-22
C18158,United Kingdom,9345.550000000008,3,2011-09-12,2011-11-30
C16232,United Kingdom,9341.35,5,2011-05-08,2011-11-07
C13509,United Kingdom,9339.839999999995,7,2011-02-28,2011-12-01
C15592,United Kingdom,9325.919999999987,1,2011-10-24,2011-10-24
C16447,United Kingdom,9324.359999999973,1,2011-07-27,2011-07-27
C17140,United Kingdom,9306.399999999987,1,2011-04-06,2011-04-06
C17403,United Kingdom,9293.45999999999,1,2011-11-03,2011-11-03
C13533,United Kingdom,9290.999999999953,3,2011-03-17,2011-06-10
C15654,United Kingdom,9285.3,2,2011-11-13,2011-11-30
C16086,United Kingdom,9282.689999999999,6,2010-12-07,2011-10-11
C13784,United Kingdom,9276.810000000001,11,2011-01-11,2011-11-30
C14357,United Kingdom,9256.569999999894,1,2011-10-27,2011-10-27
C12421,Spain,9237.759999999991,5,2011-01-24,2011-11-24
C17462,United Kingdom,9234.629999999996,3,2011-02-28,2011-10-19
C15182,United Kingdom,9208.490000000009,2,2011-03-16,2011-07-08
C13038,United Kingdom,9203.319999999994,3,2011-02-22,2011-09-20
C17138,United Kingdom,9132.000000000002,1,2011-03-09,2011-03-09
C15246,United Kingdom,9123.150000000001,2,2010-12-16,2011-04-15
C12944,United Kingdom,9098.260000000004,2,2010-12-20,2011-11-04
C13292,United Kingdom,9093.27,2,2011-02-28,2011-11-01
C17375,United Kingdom,9092.20999999999,4,2010-12-13,2011-06-02
C15408,United Kingdom,9084.119999999946,1,2011-03-20,2011-03-20
C13338,United Kingdom,9077.579999999996,3,2011-07-05,2011-07-08
C15264,United Kingdom,9056.019999999997,1,2011-10-06,2011-10-06
C16365,United Kingdom,9052.59,9,2010-12-07,2011-11-22
C15197,United Kingdom,9047.909999999998,5,2010-12-16,2011-12-01
C15326,United Kingdom,9039.590000000018,1,2011-01-10,2011-01-10
C14023,United Kingdom,9034.189999999999,2,2011-04-03,2011-12-02
C17006,United Kingdom,9022.749999999995,4,2011-09-25,2011-12-05
C15437,United Kingdom,9007.19999999992,1,2011-03-22,2011-03-22
C14790,United Kingdom,8974.459999999994,4,2011-03-31,2011-11-23
C15930,United Kingdom,8959.230000000018,1,2011-10-03,2011-10-03
C13656,United Kingdom,8948.80000000002,2,2011-01-06,2011-06-28
C15579,United Kingdom,8914.599999999988,2,2011-01-30,2011-10-02
C16306,United Kingdom,8904.809999999998,9,2010-12-07,2011-05-10
C15975,United Kingdom,8904.239999999976,1,2011-09-16,2011-09-16
C17432,United Kingdom,8904.059999999992,2,2011-11-02,2011-11-21
C12571,France,8902.099999999991,2,2011-08-10,2011-10-31
C18045,United Kingdom,8901.799999999952,1,2011-10-25,2011-10-25
C16603,United Kingdom,8866.609999999997,2,2011-09-09,2011-09-26
C14716,United Kingdom,8852.720000000023,2,2011-07-14,2011-10-27
C13026,United Kingdom,8850.269999999993,8,2011-03-09,2011-12-08
C15550,United Kingdom,8847.17999999999,4,2011-02-11,2011-12-05
C16043,United Kingdom,8835.249999999993,4,2011-01-26,2011-11-02
C17660,United Kingdom,8819.999999999982,1,2011-07-21,2011-07-21
C16400,United Kingdom,8813.969999999988,1,2011-09-06,2011-09-06
C16206,United Kingdom,8784.840000000022,4,2011-01-16,2011-10-16
C15789,United Kingdom,8782.499999999985,1,2010-12-16,2010-12-16
C15090,United Kingdom,8770.359999999973,1,2011-02-04,2011-02-04
C16104,United Kingdom,8768.43999999998,1,2011-10-09,2011-10-09
C14379,United Kingdom,8763.139999999989,2,2011-02-17,2011-10-26
C15297,United Kingdom,8747.720000000005,4,2011-10-07,2011-11-29
C13670,United Kingdom,8742.499999999995,1,2011-09-25,2011-09-25
C13187,United Kingdom,8732.739999999954,1,2011-01-06,2011-01-06
C14779,United Kingdom,8709.44999999995,3,2011-01-20,2011-03-04
C13372,United Kingdom,8708.720000000001,1,2011-09-11,2011-09-11
C14272,United Kingdom,8703.47000000001,2,2011-03-30,2011-09-27
C16616,United Kingdom,8698.140000000001,2,2011-07-05,2011-11-24
C16185,United Kingdom,8697.919999999967,2,2011-04-21,2011-11-23
C13939,United Kingdom,8689.559999999998,4,2011-02-01,2011-11-16
C17142,United Kingdom,8684.999999999993,1,2011-04-14,2011-04-14
C15556,United Kingdom,8672.869999999995,1,2011-11-15,2011-11-15
C16343,United Kingdom,8658.889999999976,2,2011-11-23,2011-11-23
C17329,United Kingdom,8649.509999999998,2,2011-01-28,2011-11-25
C16236,United Kingdom,8643.999999999996,1,2011-09-22,2011-09-22
C17423,United Kingdom,8643.689999999988,4,2011-05-06,2011-10-25
C14150,United Kingdom,8608.600000000004,2,2010-12-15,2011-11-04
C16932,United Kingdom,8582.819999999903,1,2011-10-17,2011-10-17
C13405,United Kingdom,8540.902000000004,3,2011-01-26,2011-09-26
C16947,United Kingdom,8536.080000000005,1,2011-04-18,2011-04-18
C14720,United Kingdom,8531.689999999995,3,2011-08-05,2011-12-04
C13248,United Kingdom,8527.919999999995,2,2011-06-03,2011-08-07
C12844,United Kingdom,8522.559999999996,2,2011-08-01,2011-11-10
C17508,Greece,8520.819999999987,1,2011-03-04,2011-03-04
C14636,United Kingdom,8518.959999999997,2,2011-03-16,2011-11-03
C17951,United Kingdom,8505.240000000002,4,2010-12-01,2011-10-31
C15110,United Kingdom,8497.600000000002,7,2011-01-25,2011-11-16
C13568,United Kingdom,8485.399999999954,1,2011-06-19,2011-06-19
C12427,Germany,8480.689999999999,5,2010-12-03,2011-11-28
C12991,United Kingdom,8480.119999999972,2,2011-08-19,2011-11-16
C13816,Germany,8477.999999999996,4,2011-10-06,2011-11-16
C13953,United Kingdom,8464.119999999999,7,2010-12-22,2011-12-02
